,label,frequency,level,is_leaf,leafs_contained
94,medium,0.0010149422927234102,3,False,1
95,adornment,0.0010149422927234102,3,False,1
96,cloak,0.000803365860932607,3,True,1
97,"protective covering, protective cover, protection",0.02334367273263842,3,False,23
98,"clothing, article of clothing, vesture, wear, wearable, habiliment",0.04674355765379696,3,False,47
99,"footwear, footgear",0.004947453314606346,3,False,5
100,cloth covering,0.0020298845854468204,3,False,2
101,"top, cover",0.0030448268781702306,3,False,3
102,mask,0.0010149422927234102,3,True,1
103,"floor cover, floor covering",0.0010149422927234102,3,False,1
104,"screen, cover, covert, concealment",0.0009751253258550303,3,False,1
105,"wrapping, wrap, wrapper",0.0009009564660021657,3,False,1
106,"piece of cloth, piece of material",0.005074711463617051,3,False,5
107,velvet,0.0008291297806709705,3,True,1
108,"wool, woolen, woollen",0.0010149422927234102,3,True,1
109,consumer goods,0.010909068197095546,3,False,11
110,cushion,0.0010149422927234102,3,False,1
111,"teddy, teddy bear",0.0010149422927234102,3,True,1
112,"horizontal surface, level",0.0010149422927234102,3,False,1
113,"foodstuff, food product",0.008119538341787282,3,False,8
114,"beverage, drink, drinkable, potable",0.003976231612954099,3,False,4
115,"nutriment, nourishment, nutrition, sustenance, aliment, alimentation, victuals",0.010973868358861733,3,False,11
116,fare,0.0010149422927234102,3,False,1
117,"feed, provender",0.0010149422927234102,3,False,1
118,sphere,0.0010149422927234102,3,False,1
119,"tissue, tissue paper",0.0010149422927234102,3,False,1
120,street sign,0.0010149422927234102,3,True,1
121,plant organ,0.016239076683574556,3,False,16
122,ridge,0.0020298845854468204,3,False,2
123,"promontory, headland, head, foreland",0.0010149422927234102,3,True,1
124,"mountain, mount",0.0020298845854468204,3,False,2
125,"lakeside, lakeshore",0.0010149422927234102,3,True,1
126,"seashore, coast, seacoast, sea-coast",0.0010149422927234102,3,True,1
127,"valley, vale",0.0010149422927234102,3,True,1
128,geyser,0.0010149422927234102,3,True,1
129,"player, participant",0.0010149422927234102,3,False,1
130,"diver, frogman, underwater diver",0.0010149422927234102,3,False,1
131,associate,0.0010149422927234102,3,False,1
132,agaric,0.0010149422927234102,3,True,1
133,"spermatophyte, phanerogam, seed plant",0.0020298845854468204,3,False,2
134,insect,0.02740344190353206,4,False,27
135,"arachnid, arachnoid",0.009134480634510691,4,False,9
136,crustacean,0.009134480634510691,4,False,9
137,centipede,0.0010149422927234102,4,True,1
138,trilobite,0.0010149422927234102,4,True,1
139,"gastropod, univalve",0.004059769170893641,4,False,4
140,"chiton, coat-of-mail shell, sea cradle, polyplacophore",0.0010149422927234102,4,True,1
141,"cephalopod, cephalopod mollusk",0.0010149422927234102,4,False,1
142,"anthozoan, actinozoan",0.0020298845854468204,4,False,2
143,jellyfish,0.0010149422927234102,4,True,1
144,sea urchin,0.0010149422927234102,4,True,1
145,"starfish, sea star",0.0010149422927234102,4,True,1
146,"sea cucumber, holothurian",0.0010149422927234102,4,True,1
147,"nematode, nematode worm, roundworm",0.0010149422927234102,4,True,1
148,"flatworm, platyhelminth",0.0010149422927234102,4,True,1
149,"mammal, mammalian",0.09620716065209253,4,False,95
150,bird,0.05246627073507589,4,False,52
151,aquatic vertebrate,0.015875258907875243,4,False,16
152,amphibian,0.008119538341787282,4,False,8
153,"reptile, reptilian",0.036189719259154575,4,False,36
154,hunting dog,0.06125723243974175,4,False,63
155,working dog,0.03017813798686975,4,False,30
156,"dalmatian, coach dog, carriage dog",0.0010149422927234102,4,True,1
157,spitz,0.004007460606576358,4,False,4
158,"corgi, Welsh corgi",0.0020298845854468204,4,False,2
159,Great Pyrenees,0.0010149422927234102,4,True,1
160,"toy dog, toy",0.007363796696128619,4,False,8
161,"pug, pug-dog",0.0010149422927234102,4,True,1
162,basenji,0.0010149422927234102,4,True,1
163,"poodle, poodle dog",0.0030448268781702306,4,False,3
164,Leonberg,0.0010149422927234102,4,True,1
165,"griffon, Brussels griffon, Belgian griffon",0.0008353755793954223,4,False,1
166,Mexican hairless,0.0005894472546201344,4,True,1
167,"Newfoundland, Newfoundland dog",0.0010149422927234102,4,True,1
168,Egyptian cat,0.0010149422927234102,4,True,1
169,Persian cat,0.0010149422927234102,4,True,1
170,tiger cat,0.0010149422927234102,4,True,1
171,"tabby, tabby cat",0.0010149422927234102,4,True,1
172,"Siamese cat, Siamese",0.0010149422927234102,4,True,1
173,phasianid,0.0030448268781702306,4,False,3
174,grouse,0.004059769170893641,4,False,4
175,"place of business, business establishment",0.009095444392482869,4,False,9
176,institution,0.0010149422927234102,4,False,1
177,"place of worship, house of prayer, house of God, house of worship",0.0030448268781702306,4,False,3
178,house,0.0019166794835661324,4,False,2
179,"greenhouse, nursery, glasshouse",0.0010149422927234102,4,True,1
180,"theater, theatre, house",0.0020298845854468204,4,False,2
181,outbuilding,0.0020298845854468204,4,False,2
182,library,0.0010149422927234102,4,True,1
183,"restaurant, eating house, eating place, eatery",0.0010149422927234102,4,True,1
184,planetarium,0.0009915205475067163,4,True,1
185,farm building,0.0010149422927234102,4,False,1
186,barrier,0.0101494229272341,4,False,10
187,scoreboard,0.0010149422927234102,4,True,1
188,suspension bridge,0.0010149422927234102,4,True,1
189,steel arch bridge,0.0009001757411616092,4,True,1
190,viaduct,0.0010149422927234102,4,True,1
191,"dock, dockage, docking facility",0.0009454577819138845,4,True,1
192,obelisk,0.0010149422927234102,4,True,1
193,totem pole,0.0010149422927234102,4,True,1
194,"beacon, lighthouse, beacon light, pharos",0.0010149422927234102,4,True,1
195,"dwelling, home, domicile, abode, habitation, dwelling house",0.0020298845854468204,4,False,2
196,framework,0.0018370455498293724,4,False,2
197,support,0.0009025179156832787,4,False,1
198,"megalith, megalithic structure",0.0010149422927234102,4,True,1
199,"brass, memorial tablet, plaque",0.0010149422927234102,4,True,1
200,"tent, collapsible shelter",0.0010149422927234102,4,False,1
201,triumphal arch,0.0010149422927234102,4,True,1
202,"patio, terrace",0.0008993950163210528,4,True,1
203,"plant, works, industrial plant",0.0010149422927234102,4,False,1
204,"fortification, munition",0.0010149422927234102,4,False,1
205,"furniture, piece of furniture, article of furniture",0.021060833298851306,4,False,21
206,"rug, carpet, carpeting",0.0010149422927234102,4,False,1
207,"curtain, drape, drapery, mantle, pall",0.0020017784911867875,4,False,2
208,wheeled vehicle,0.0445473786773116,4,False,44
209,vessel,0.02010756826853186,4,False,20
210,dish,0.002780941882062144,4,False,3
211,box,0.005878077324549658,4,False,6
212,"package, parcel",0.0010149422927234102,4,False,1
213,dispenser,0.0010149422927234102,4,False,1
214,bag,0.004894364025448506,4,False,5
215,spoon,0.0010149422927234102,4,False,1
216,"glass, drinking glass",0.0020298845854468204,4,False,2
217,receptacle,0.0010149422927234102,4,False,1
218,shaker,0.001915898758725576,4,False,2
219,thimble,0.0010149422927234102,4,True,1
220,bin,0.0010149422927234102,4,False,1
221,cassette,0.0009259396608999727,4,True,1
222,"savings bank, coin bank, money box, bank",0.0010149422927234102,4,False,1
223,"basket, handbasket",0.0020298845854468204,4,False,2
224,envelope,0.0010149422927234102,4,True,1
225,case,0.0010149422927234102,4,False,1
226,"can, tin, tin can",0.000856455150090447,4,False,1
227,measure,0.0010149422927234102,4,False,1
228,"pot, flowerpot",0.0010149422927234102,4,True,1
229,vehicle,0.021098308091198018,4,False,21
230,public transport,0.004059769170893641,4,False,4
231,litter,0.0010149422927234102,4,False,1
232,mechanism,0.013014683092076342,4,False,13
233,machine,0.015534862877392624,4,False,16
234,instrument,0.02771651256459521,4,False,28
235,"musical instrument, instrument",0.026374446563678634,4,False,26
236,"restraint, constraint",0.010936393566515025,4,False,11
237,"applicator, applier",0.0010149422927234102,4,False,1
238,electronic device,0.002004120665708457,4,False,2
239,runner,0.0010149422927234102,4,False,1
240,support,0.002935525400492325,4,False,3
241,source of illumination,0.004059769170893641,4,False,4
242,"heater, warmer",0.0017987900326421054,4,False,2
243,"airfoil, aerofoil, control surface, surface",0.0010149422927234102,4,False,1
244,filter,0.0018893541141466559,4,False,2
245,"breathing device, breathing apparatus, breathing machine, ventilator",0.0020298845854468204,4,False,2
246,reflector,0.0020298845854468204,4,False,2
247,blower,0.0010149422927234102,4,False,1
248,optical device,0.0010149422927234102,4,False,1
249,"lighter, light, igniter, ignitor",0.0010149422927234102,4,True,1
250,"strengthener, reinforcement",0.0009212553118566339,4,False,1
251,lifting device,0.0010149422927234102,4,False,1
252,trap,0.0020298845854468204,4,False,2
253,keyboard,0.0020298845854468204,4,False,2
254,"remote control, remote",0.0010149422927234102,4,True,1
255,acoustic device,0.0010149422927234102,4,False,1
256,electrical device,0.0020298845854468204,4,False,2
257,"memory device, storage device",0.0010149422927234102,4,False,1
258,fan,0.0010149422927234102,4,False,1
259,"pick, plectrum, plectron",0.0009032986405238351,4,True,1
260,stick,0.005074711463617051,4,False,5
261,utensil,0.006955477604517586,4,False,7
262,writing implement,0.0029948604883746166,4,False,3
263,tool,0.011397021222443338,4,False,12
264,"cleaning implement, cleaning device, cleaning equipment",0.0020298845854468204,4,False,2
265,oar,0.0010149422927234102,4,False,1
266,sports implement,0.0010149422927234102,4,False,1
267,eraser,0.0010149422927234102,4,False,1
268,rod,0.0010149422927234102,4,False,1
269,sharpener,0.0010149422927234102,4,False,1
270,bar,0.0008158574583815106,4,False,1
271,electronic equipment,0.010031533476310073,4,False,10
272,"apparatus, setup",0.0010149422927234102,4,False,1
273,game equipment,0.009079049170831181,4,False,9
274,sports equipment,0.009134480634510691,4,False,9
275,photographic equipment,0.0020298845854468204,4,False,2
276,"gear, paraphernalia, appurtenance",0.0020298845854468204,4,False,2
277,rescue equipment,0.0010149422927234102,4,False,1
278,"satellite, artificial satellite, orbiter",0.0009665373526089091,4,False,1
279,powder,0.0009001757411616092,4,False,1
280,lotion,0.000993081997187829,4,True,1
281,hair spray,0.0007651103437453401,4,True,1
282,cosmetic,0.0010149422927234102,4,False,1
283,"cream, ointment, emollient",0.0009501421309572233,4,False,1
284,"perfume, essence",0.0010149422927234102,4,True,1
285,communication system,0.0020298845854468204,4,False,2
286,"maze, labyrinth",0.0010149422927234102,4,True,1
287,"attachment, bond",0.0010149422927234102,4,False,1
288,print media,0.0010149422927234102,4,False,1
289,"jewelry, jewellery",0.0010149422927234102,4,False,1
290,screen,0.0030448268781702306,4,False,3
291,roof,0.004059769170893641,4,False,4
292,shield,0.0020298845854468204,4,False,2
293,shelter,0.0030448268781702306,4,False,3
294,cap,0.0010149422927234102,4,False,1
295,"blind, screen",0.0010149422927234102,4,False,1
296,sheath,0.0020298845854468204,4,False,2
297,mask,0.0020298845854468204,4,False,2
298,"armor, armour",0.0030448268781702306,4,False,3
299,shade,0.0010149422927234102,4,False,1
300,"binder, ring-binder",0.0010149422927234102,4,True,1
301,garment,0.02550081546709595,4,False,26
302,footwear,0.0030448268781702306,4,False,3
303,protective garment,0.0020298845854468204,4,False,2
304,"headdress, headgear",0.009063434674020054,4,False,9
305,"outerwear, overclothes",0.0020298845854468204,4,False,2
306,"handwear, hand wear",0.0010149422927234102,4,False,1
307,"nightwear, sleepwear, nightclothes",0.0010149422927234102,4,False,1
308,woman's clothing,0.0010149422927234102,4,False,1
309,"attire, garb, dress",0.0010149422927234102,4,False,1
310,uniform,0.0010149422927234102,4,False,1
311,boot,0.0010149422927234102,4,False,1
312,shoe,0.002917568729159526,4,False,3
313,"clog, geta, patten, sabot",0.0010149422927234102,4,True,1
314,"bedclothes, bed clothing, bedding",0.0010149422927234102,4,False,1
315,"dressing, medical dressing",0.0010149422927234102,4,False,1
316,manhole cover,0.0010149422927234102,4,True,1
317,cap,0.0020298845854468204,4,False,2
318,mat,0.0010149422927234102,4,False,1
319,shoji,0.0009751253258550303,4,True,1
320,jacket,0.0009009564660021657,4,False,1
321,"handkerchief, hankie, hanky, hankey",0.0010149422927234102,4,True,1
322,bib,0.0010149422927234102,4,True,1
323,towel,0.0020298845854468204,4,False,2
324,"dishrag, dishcloth",0.0010149422927234102,4,True,1
325,"durables, durable goods, consumer durables",0.010909068197095546,4,False,11
326,pillow,0.0010149422927234102,4,True,1
327,platform,0.0010149422927234102,4,False,1
328,"ingredient, fixings",0.0030448268781702306,4,False,3
329,starches,0.004059769170893641,4,False,4
330,"concoction, mixture, intermixture",0.0010149422927234102,4,False,1
331,"alcohol, alcoholic drink, alcoholic beverage, intoxicant, inebriant",0.0029612893202306885,4,False,3
332,"coffee, java",0.0010149422927234102,4,False,1
333,course,0.004059769170893641,4,False,4
334,dish,0.006914099187968093,4,False,7
335,menu,0.0010149422927234102,4,True,1
336,fodder,0.0010149422927234102,4,False,1
337,"ball, globe, orb",0.0010149422927234102,4,False,1
338,"toilet tissue, toilet paper, bathroom tissue",0.0010149422927234102,4,True,1
339,reproductive structure,0.016239076683574556,4,False,16
340,reef,0.0010149422927234102,4,False,1
341,bar,0.0010149422927234102,4,False,1
342,alp,0.0010149422927234102,4,True,1
343,volcano,0.0010149422927234102,4,True,1
344,"ballplayer, baseball player",0.0010149422927234102,4,True,1
345,scuba diver,0.0010149422927234102,4,True,1
346,participant,0.0010149422927234102,4,False,1
347,"angiosperm, flowering plant",0.0020298845854468204,4,False,2
348,beetle,0.008119538341787282,5,False,8
349,odonate,0.0020298845854468204,5,False,2
350,"orthopterous insect, orthopteron, orthopteran",0.0020298845854468204,5,False,2
351,"phasmid, phasmid insect",0.0010149422927234102,5,False,1
352,"hymenopterous insect, hymenopteran, hymenopteron, hymenopter",0.0020298845854468204,5,False,2
353,"neuropteron, neuropteran, neuropterous insect",0.0010149422927234102,5,False,1
354,dictyopterous insect,0.0020298845854468204,5,False,2
355,"homopterous insect, homopteran",0.0020298845854468204,5,False,2
356,"lepidopterous insect, lepidopteron, lepidopteran",0.006089653756340461,5,False,6
357,"dipterous insect, two-winged insects, dipteran, dipteron",0.0010149422927234102,5,False,1
358,spider,0.006089653756340461,5,False,6
359,"harvestman, daddy longlegs, Phalangium opilio",0.0010149422927234102,5,True,1
360,acarine,0.0010149422927234102,5,False,1
361,scorpion,0.0010149422927234102,5,True,1
362,malacostracan crustacean,0.0010149422927234102,5,False,1
363,"decapod crustacean, decapod",0.008119538341787282,5,False,8
364,"sea slug, nudibranch",0.0010149422927234102,5,True,1
365,slug,0.0010149422927234102,5,True,1
366,conch,0.0010149422927234102,5,True,1
367,snail,0.0010149422927234102,5,True,1
368,"chambered nautilus, pearly nautilus, nautilus",0.0010149422927234102,5,True,1
369,coral,0.0010149422927234102,5,False,1
370,"sea anemone, anemone",0.0010149422927234102,5,True,1
371,"placental, placental mammal, eutherian, eutherian mammal",0.09013936719128766,5,False,89
372,metatherian,0.0030448268781702306,5,False,3
373,prototherian,0.0020080242899112393,5,False,2
374,tusker,0.0010149422927234102,5,True,1
375,aquatic bird,0.024234479775713354,5,False,24
376,parrot,0.004059769170893641,5,False,4
377,"bird of prey, raptor, raptorial bird",0.004059769170893641,5,False,4
378,"passerine, passeriform bird",0.01116436521995751,5,False,11
379,piciform bird,0.0020298845854468204,5,False,2
380,hen,0.0010149422927234102,5,True,1
381,apodiform bird,0.0010149422927234102,5,False,1
382,coraciiform bird,0.0020298845854468204,5,False,2
383,cock,0.0010149422927234102,5,True,1
384,cuculiform bird,0.0008283490558304141,5,False,1
385,"ratite, ratite bird, flightless bird",0.0010149422927234102,5,False,1
386,fish,0.015875258907875243,5,False,16
387,salamander,0.005074711463617051,5,False,5
388,"frog, toad, toad frog, anuran, batrachian, salientian",0.0030448268781702306,5,False,3
389,"diapsid, diapsid reptile",0.031115007795537518,5,False,31
390,"anapsid, anapsid reptile",0.005074711463617051,5,False,5
391,"hound, hound dog",0.017624863275562296,5,False,19
392,"sporting dog, gun dog",0.016931579617148144,5,False,17
393,terrier,0.02568584725430783,5,False,26
394,Rhodesian ridgeback,0.0010149422927234102,5,True,1
395,bull mastiff,0.0010149422927234102,5,True,1
396,"Saint Bernard, St Bernard",0.0010149422927234102,5,True,1
397,Sennenhunde,0.004059769170893641,5,False,4
398,"shepherd dog, sheepdog, sheep dog",0.012179307512680919,5,False,12
399,"watchdog, guard dog",0.004804580668784512,5,False,5
400,"Eskimo dog, husky",0.0010149422927234102,5,True,1
401,"bulldog, English bulldog",0.0010149422927234102,5,False,1
402,mastiff,0.0010149422927234102,5,False,1
403,"sled dog, sledge dog",0.0020298845854468204,5,False,2
404,boxer,0.0010149422927234102,5,True,1
405,Great Dane,0.0010149422927234102,5,True,1
406,"chow, chow chow",0.0009626337284061268,5,True,1
407,"Samoyed, Samoyede",0.0010149422927234102,5,True,1
408,keeshond,0.0010149422927234102,5,True,1
409,Pomeranian,0.0010149422927234102,5,True,1
410,"Cardigan, Cardigan Welsh corgi",0.0010149422927234102,5,True,1
411,"Pembroke, Pembroke Welsh corgi",0.0010149422927234102,5,True,1
412,"Maltese dog, Maltese terrier, Maltese",0.0010149422927234102,5,True,1
413,toy terrier,0.0006714233628785637,5,True,1
414,Japanese spaniel,0.0006027195769095944,5,True,1
415,Shih-Tzu,0.0010149422927234102,5,True,1
416,"Pekinese, Pekingese, Peke",0.0010149422927234102,5,True,1
417,toy spaniel,0.0020298845854468204,5,False,2
418,Chihuahua,0.0010149422927234102,5,True,1
419,miniature poodle,0.0010149422927234102,5,True,1
420,standard poodle,0.0010149422927234102,5,True,1
421,toy poodle,0.0010149422927234102,5,True,1
422,Brabancon griffon,0.0008353755793954223,5,True,1
423,quail,0.0010149422927234102,5,True,1
424,partridge,0.0010149422927234102,5,True,1
425,pheasant,0.0010149422927234102,5,False,1
426,"ruffed grouse, partridge, Bonasa umbellus",0.0010149422927234102,5,True,1
427,black grouse,0.0010149422927234102,5,True,1
428,"prairie chicken, prairie grouse, prairie fowl",0.0010149422927234102,5,True,1
429,ptarmigan,0.0010149422927234102,5,True,1
430,"mercantile establishment, retail store, sales outlet, outlet",0.009095444392482869,5,False,9
431,"penal institution, penal facility",0.0010149422927234102,5,False,1
432,"church, church building",0.0010149422927234102,5,True,1
433,shrine,0.0010149422927234102,5,False,1
434,mosque,0.0010149422927234102,5,True,1
435,residence,0.0019166794835661324,5,False,2
436,"home theater, home theatre",0.0010149422927234102,5,True,1
437,"cinema, movie theater, movie theatre, movie house, picture palace",0.0010149422927234102,5,True,1
438,shed,0.0020298845854468204,5,False,2
439,barn,0.0010149422927234102,5,True,1
440,"fence, fencing",0.004059769170893641,5,False,4
441,"bannister, banister, balustrade, balusters, handrail",0.0010149422927234102,5,True,1
442,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.0010149422927234102,5,True,1
443,"dam, dike, dyke",0.0010149422927234102,5,True,1
444,movable barrier,0.0020298845854468204,5,False,2
445,"grate, grating",0.0010149422927234102,5,False,1
446,cliff dwelling,0.0010149422927234102,5,True,1
447,yurt,0.0010149422927234102,5,True,1
448,rack,0.0008221032571059623,5,False,1
449,honeycomb,0.0010149422927234102,5,True,1
450,"pedestal, plinth, footstall",0.0009025179156832787,5,True,1
451,mountain tent,0.0010149422927234102,5,True,1
452,"factory, mill, manufacturing plant, manufactory",0.0010149422927234102,5,False,1
453,castle,0.0010149422927234102,5,True,1
454,"baby bed, baby's bed",0.0030448268781702306,5,False,3
455,seat,0.006851641200723575,5,False,7
456,bedroom furniture,0.0010149422927234102,5,False,1
457,cabinet,0.0020298845854468204,5,False,2
458,table,0.0010149422927234102,5,False,1
459,"wardrobe, closet, press",0.0010149422927234102,5,True,1
460,lamp,0.0010149422927234102,5,False,1
461,office furniture,0.0010149422927234102,5,False,1
462,"chest of drawers, chest, bureau, dresser",0.0010149422927234102,5,False,1
463,wall unit,0.0010149422927234102,5,False,1
464,bookcase,0.0010149422927234102,5,True,1
465,table,0.0010149422927234102,5,False,1
466,"prayer rug, prayer mat",0.0010149422927234102,5,True,1
467,"theater curtain, theatre curtain",0.0009868361984633773,5,True,1
468,shower curtain,0.0010149422927234102,5,True,1
469,self-propelled vehicle,0.031353128871907235,5,False,31
470,"wagon, waggon",0.0030448268781702306,5,False,3
471,"car, railcar, railway car, railroad car",0.0020298845854468204,5,False,2
472,"bicycle, bike, wheel, cycle",0.0020298845854468204,5,False,2
473,"unicycle, monocycle",0.0010149422927234102,5,True,1
474,"trailer, house trailer",0.0010149422927234102,5,False,1
475,"tricycle, trike, velocipede",0.0010149422927234102,5,True,1
476,"motor scooter, scooter",0.0010149422927234102,5,True,1
477,"handcart, pushcart, cart, go-cart",0.0020298845854468204,5,False,2
478,bottle,0.006913318463127536,5,False,7
479,jar,0.0020298845854468204,5,False,2
480,mortar,0.0010149422927234102,5,True,1
481,drinking vessel,0.0010149422927234102,5,False,1
482,"tank, storage tank",0.0020298845854468204,5,False,2
483,"tub, vat",0.0010149422927234102,5,True,1
484,"barrel, cask",0.0010149422927234102,5,True,1
485,"bathtub, bathing tub, bath, tub",0.0010149422927234102,5,True,1
486,"pitcher, ewer",0.0010149422927234102,5,True,1
487,basin,0.0010149422927234102,5,False,1
488,"bucket, pail",0.0010149422927234102,5,True,1
489,ladle,0.0010149422927234102,5,True,1
490,bowl,0.0020298845854468204,5,False,2
491,Petri dish,0.0007510572966153236,5,True,1
492,"strongbox, deedbox",0.000803365860932607,5,False,1
493,"mailbox, letter box",0.0010149422927234102,5,True,1
494,crate,0.0010149422927234102,5,True,1
495,chest,0.0010149422927234102,5,True,1
496,"pencil box, pencil case",0.0010149422927234102,5,True,1
497,carton,0.0010149422927234102,5,True,1
498,packet,0.0010149422927234102,5,True,1
499,soap dispenser,0.0010149422927234102,5,True,1
500,plastic bag,0.0008345948545548658,5,True,1
501,purse,0.0010149422927234102,5,True,1
502,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.0010149422927234102,5,True,1
503,sleeping bag,0.0010149422927234102,5,True,1
504,"mailbag, postbag",0.0010149422927234102,5,True,1
505,wooden spoon,0.0010149422927234102,5,True,1
506,beer glass,0.0010149422927234102,5,True,1
507,goblet,0.0010149422927234102,5,True,1
508,tray,0.0010149422927234102,5,True,1
509,cocktail shaker,0.0009009564660021657,5,True,1
510,"saltshaker, salt shaker",0.0010149422927234102,5,True,1
511,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.0010149422927234102,5,True,1
512,"piggy bank, penny bank",0.0010149422927234102,5,True,1
513,shopping basket,0.0010149422927234102,5,True,1
514,hamper,0.0010149422927234102,5,True,1
515,"wallet, billfold, notecase, pocketbook",0.0010149422927234102,5,True,1
516,milk can,0.000856455150090447,5,True,1
517,measuring cup,0.0010149422927234102,5,True,1
518,"sled, sledge, sleigh",0.0020298845854468204,5,False,2
519,craft,0.0190684235057512,5,False,19
520,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle",0.0030448268781702306,5,False,3
521,"train, railroad train",0.0010149422927234102,5,False,1
522,stretcher,0.0010149422927234102,5,True,1
